Date,Time,Latitude,Longitude,Altitude,Battery Voltage (V),Sats used,Wind Speed (m/s),Wind Dir (deg),Vertical Speed (m/s),Temperature(deg),Pressure (hPa),Humidity (%),Dew point (deg)
1980-01-06,00:00:00,51.022663,7.561804,310.2,2.8,6,0.1,234,0.1,0.0,979.3,91.5,-1.2
2021-01-27,10:36:43,51.022663,7.561802,310.2,2.8,6,0.3,76,-0.2,0.0,979.2,91.9,-1.1
2021-01-27,10:36:45,51.022662,7.561799,310.1,2.8,6,0.2,261,-0.3,0.1,979.2,92.0,-1.1
2021-01-27,10:36:46,51.022661,7.561796,309.9,2.8,6,0.4,43,-0.3,0.1,979.2,92.0,-1.1
2021-01-27,10:36:47,51.022662,7.561797,310.0,2.8,6,0.5,265,0.1,0.0,979.2,92.9,-1.0
2021-01-27,10:36:48,51.022663,7.561799,310.3,2.8,6,0.1,307,-0.1,0.0,979.3,92.8,-1.0
2021-01-27,10:36:49,51.022664,7.561796,310.9,2.8,10,0.1,134,-0.1,0.0,979.2,93.0,-1.0
2021-01-27,10:36:50,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0
2021-01-27,10:36:51,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0
2021-01-27,10:36:52,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0
2021-01-27,10:36:53,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0
2021-01-27,10:36:54,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1
2021-01-27,10:36:55,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1
2021-01-27,10:36:56,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1
2021-01-27,10:36:57,51.022667,7.561791,312.2,2.8,9,0.1,250,0.0,0.0,979.3,92.4,-1.0
2021-01-27,10:36:58,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1
2021-01-27,10:36:59,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1
2021-01-27,10:37:00,51.022666,7.561794,312.2,2.8,10,0.2,214,-0.1,0.0,979.2,92.6,-1.1
2021-01-27,10:37:01,51.022668,7.561796,312.2,2.8,10,0.1,180,-0.1,0.0,979.3,92.9,-1.1
2021-01-27,10:37:02,51.022668,7.561795,312.2,2.8,10,0.0,214,0.0,0.0,979.2,93.1,-1.0
2021-01-27,10:37:03,51.022669,7.561795,312.5,2.8,10,0.1,196,0.1,0.0,979.3,93.2,-1.0
2021-01-27,10:37:04,51.022670,7.561797,312.6,2.8,10,0.2,221,0.1,0.0,979.3,93.0,-1.0
2021-01-27,10:37:05,51.022670,7.561798,312.6,2.8,10,0.1,291,0.0,-0.1,979.2,92.9,-1.1
2021-01-27,10:37:06,51.022670,7.561798,312.7,2.8,10,0.1,99,0.0,0.0,979.3,93.0,-1.0
2021-01-27,10:37:07,51.022671,7.561797,313.0,2.8,10,0.1,190,0.2,0.0,979.3,93.0,-1.0
2021-01-27,10:37:08,51.022672,7.561797,313.1,2.8,10,0.0,76,0.1,0.0,979.3,93.1,-1.0
2021-01-27,10:37:09,51.022672,7.561796,313.2,2.8,10,0.1,46,-0.1,0.0,979.4,92.9,-1.0
2021-01-27,10:37:10,51.022671,7.561796,313.1,2.8,10,0.1,245,-0.1,0.0,979.1,93.2,-1.0
2021-01-27,10:37:11,51.022672,7.561796,313.0,2.8,10,0.1,74,-0.1,0.0,979.2,92.6,-1.1
2021-01-27,10:37:12,51.022671,7.561794,312.9,2.8,10,0.2,342,-0.2,0.0,979.2,93.5,-0.9
2021-01-27,10:37:13,51.022671,7.561794,312.9,2.8,10,0.1,313,-0.3,0.0,979.3,93.3,-0.9
2021-01-27,10:37:14,51.022672,7.561795,312.9,2.8,10,0.1,354,-0.3,0.0,979.1,93.4,-0.9
2021-01-27,10:37:15,51.022672,7.561794,312.8,2.8,10,0.1,62,-0.2,0.0,979.4,93.2,-0.9
2021-01-27,10:37:16,51.022672,7.561794,312.9,2.8,10,0.0,340,0.0,0.0,979.2,93.1,-1.0
2021-01-27,10:37:17,51.022672,7.561794,312.7,2.8,10,0.1,200,-0.1,0.0,979.3,93.0,-1.0
2021-01-27,10:37:19,51.022672,7.561794,312.4,2.8,10,0.1,350,-0.1,0.0,979.2,92.3,-1.1
2021-01-27,10:37:20,51.022672,7.561794,312.4,2.8,10,0.1,200,0.0,0.0,979.1,92.7,-1.0
2021-01-27,10:37:21,51.022673,7.561795,312.4,2.8,10,0.2,177,0.2,0.0,979.3,92.6,-1.1
2021-01-27,10:37:22,51.022674,7.561794,312.7,2.8,10,0.1,359,0.0,0.0,979.2,92.9,-1.0
2021-01-27,10:37:23,51.022673,7.561795,312.6,2.8,10,0.1,11,0.0,0.0,979.3,92.7,-1.0
2021-01-27,10:37:24,51.022673,7.561794,312.6,2.8,10,0.1,54,0.1,0.1,979.2,92.7,-1.0
2021-01-27,10:37:25,51.022673,7.561794,312.6,2.8,9,0.1,177,0.2,0.1,979.2,92.7,-1.0
2021-01-27,10:37:26,51.022674,7.561794,312.8,2.8,10,0.1,184,0.2,0.1,979.2,93.1,-0.9
2021-01-27,10:37:27,51.022674,7.561795,312.8,2.8,10,0.1,351,0.0,0.1,979.3,93.1,-0.9
2021-01-27,10:37:28,51.022674,7.561795,312.6,2.8,10,0.1,144,0.2,0.1,979.2,92.7,-0.9
2021-01-27,10:37:29,51.022675,7.561793,312.7,2.8,10,0.1,93,0.2,0.0,979.2,92.0,-1.1
2021-01-27,10:37:30,51.022675,7.561793,313.0,2.8,10,0.1,210,0.2,0.0,979.3,92.3,-1.1
2021-01-27,10:37:31,51.022676,7.561793,313.1,2.8,9,0.1,219,-0.1,0.0,979.3,92.6,-1.1
2021-01-27,10:37:32,51.022675,7.561793,312.9,2.8,10,0.2,22,0.1,0.0,979.2,92.8,-1.0
2021-01-27,10:37:33,51.022674,7.561793,312.8,2.8,10,0.1,38,-0.1,0.0,979.2,93.0,-1.0
2021-01-27,10:37:34,51.022674,7.561793,313.0,2.8,10,0.1,306,0.1,0.1,979.1,92.8,-0.9
2021-01-27,10:37:35,51.022675,7.561795,312.9,2.8,10,0.2,205,-0.1,0.0,979.2,93.1,-1.0
2021-01-27,10:37:36,51.022675,7.561796,312.9,2.8,10,0.0,13,0.1,0.0,979.2,93.2,-0.9
2021-01-27,10:37:37,51.022675,7.561797,312.8,2.8,10,0.1,232,0.0,0.1,979.3,93.3,-0.9
2021-01-27,10:37:38,51.022675,7.561798,312.7,2.8,10,0.1,227,0.0,0.1,979.3,92.9,-0.9
2021-01-27,10:37:39,51.022675,7.561800,312.5,2.8,10,0.2,207,-0.1,0.2,979.3,92.5,-0.9
2021-01-27,10:37:40,51.022677,7.561801,312.5,2.8,9,0.0,211,-0.1,0.2,979.2,91.9,-1.0
2021-01-27,10:37:41,51.022677,7.561802,312.3,2.8,10,0.0,180,0.0,0.2,979.3,92.3,-0.9
2021-01-27,10:37:42,51.022677,7.561803,312.2,2.8,10,0.1,168,0.1,0.2,979.3,92.4,-0.9
2021-01-27,10:37:43,51.022677,7.561803,312.3,2.8,11,0.1,198,0.0,0.2,979.2,91.7,-1.0
2021-01-27,10:37:44,51.022677,7.561802,312.5,2.8,11,0.1,128,0.0,0.2,979.3,91.9,-1.0
2021-01-27,10:37:45,51.022677,7.561802,312.5,2.8,11,0.1,229,0.1,0.1,979.2,91.8,-1.1
2021-01-27,10:37:46,51.022676,7.561803,312.3,2.8,11,0.1,152,0.0,0.1,979.4,91.8,-1.1
2021-01-27,10:37:47,51.022677,7.561803,312.2,2.8,11,0.1,186,-0.1,0.1,979.3,91.8,-1.1
2021-01-27,10:37:48,51.022676,7.561803,312.2,2.8,11,0.1,48,-0.1,0.1,979.3,92.0,-1.1
2021-01-27,10:37:49,51.022676,7.561802,312.1,2.8,11,0.1,172,0.0,0.0,979.2,91.8,-1.1
2021-01-27,10:37:50,51.022675,7.561802,312.1,2.8,11,0.2,17,0.1,0.1,979.2,91.9,-1.0
2021-01-27,10:37:51,51.022675,7.561803,312.3,2.8,11,0.1,197,0.0,0.2,979.2,92.3,-0.9
2021-01-27,10:37:52,51.022675,7.561804,312.3,2.8,10,0.1,210,0.0,0.3,979.2,92.0,-0.8
2021-01-27,10:37:53,51.022675,7.561804,312.3,2.8,10,0.1,255,0.1,0.3,979.3,91.4,-0.9
2021-01-27,10:37:54,51.022674,7.561805,312.2,2.8,10,0.1,47,0.0,0.4,979.2,91.5,-0.8
2021-01-27,10:37:55,51.022672,7.561804,312.2,2.8,11,0.1,29,-0.1,0.3,979.3,91.3,-0.9
2021-01-27,10:37:56,51.022672,7.561803,312.1,2.8,11,0.0,276,-0.1,0.3,979.4,91.5,-1.0
2021-01-27,10:37:57,51.022672,7.561803,312.1,2.8,11,0.1,311,-0.1,0.2,979.2,91.6,-1.0
2021-01-27,10:37:58,51.022673,7.561804,311.9,2.8,10,0.2,228,0.0,0.2,979.3,91.7,-1.0
2021-01-27,10:37:59,51.022674,7.561805,312.0,2.8,11,0.1,328,-0.1,0.2,979.3,92.2,-0.9
2021-01-27,10:38:00,51.022673,7.561805,312.0,2.8,11,0.1,304,0.1,0.2,979.2,91.7,-1.0
2021-01-27,10:38:01,51.022672,7.561805,311.8,2.8,11,0.1,19,-0.2,0.3,979.3,91.4,-1.0
2021-01-27,10:38:02,51.022671,7.561805,311.7,2.8,11,0.2,346,0.0,0.3,979.3,91.7,-0.9
2021-01-27,10:38:03,51.022670,7.561805,311.8,2.8,11,0.1,304,0.0,0.3,979.3,91.2,-0.9
2021-01-27,10:38:04,51.022670,7.561805,312.1,2.8,11,0.2,24,0.0,0.3,979.3,90.7,-1.0
2021-01-27,10:38:05,51.022669,7.561804,312.1,2.8,11,0.1,7,-0.1,0.4,979.4,90.7,-1.0
2021-01-27,10:38:06,51.022669,7.561804,312.0,2.8,11,0.1,342,-0.1,0.6,979.3,89.9,-0.9
2021-01-27,10:38:07,51.022669,7.561803,311.9,2.8,11,0.0,134,0.1,0.7,979.3,90.5,-0.6
2021-01-27,10:38:08,51.022668,7.561802,311.7,2.9,11,0.0,229,0.0,0.8,979.3,90.1,-0.6
2021-01-27,10:38:09,51.022667,7.561800,311.5,2.8,11,0.2,45,-0.2,0.7,979.2,89.9,-0.8
2021-01-27,10:38:10,51.022666,7.561798,311.2,2.9,11,0.2,230,-0.1,0.6,979.3,89.8,-0.8
2021-01-27,10:38:11,51.022667,7.561797,311.1,2.8,11,0.1,63,-0.1,0.4,979.2,90.4,-0.9
2021-01-27,10:38:12,51.022668,7.561795,311.0,2.9,11,0.0,178,-0.2,0.5,979.2,91.5,-0.8
2021-01-27,10:38:13,51.022671,7.561794,311.3,2.9,11,0.0,269,-0.1,0.5,979.3,92.3,-0.6
2021-01-27,10:38:14,51.022672,7.561793,311.3,2.8,11,0.0,252,0.0,0.4,979.2,91.1,-0.9
2021-01-27,10:38:15,51.022671,7.561790,311.3,2.8,11,0.1,43,0.0,0.5,979.2,90.4,-0.9
2021-01-27,10:38:16,51.022671,7.561789,311.4,2.8,11,0.2,222,0.0,0.4,979.3,90.8,-0.9
2021-01-27,10:38:17,51.022672,7.561789,311.4,2.8,11,0.1,291,0.0,0.3,979.3,91.1,-0.9
2021-01-27,10:38:18,51.022672,7.561789,311.5,2.8,11,0.0,196,0.0,0.3,979.3,91.5,-1.0
2021-01-27,10:38:19,51.022674,7.561789,311.7,2.8,11,0.1,276,0.1,0.3,979.2,92.1,-0.8
2021-01-27,10:38:20,51.022674,7.561789,311.7,2.8,11,0.1,196,0.1,0.2,979.3,92.2,-0.9
2021-01-27,10:38:21,51.022674,7.561788,311.8,2.8,11,0.1,12,0.0,0.2,979.3,92.9,-0.8
2021-01-27,10:38:22,51.022673,7.561787,311.7,2.8,11,0.1,5,0.0,0.2,979.3,93.1,-0.8
2021-01-27,10:38:23,51.022675,7.561785,311.8,2.8,11,0.2,155,0.0,0.2,979.3,93.1,-0.8
2021-01-27,10:38:24,51.022676,7.561783,311.9,2.8,11,0.1,90,0.1,0.1,979.4,92.9,-0.9
2021-01-27,10:38:25,51.022677,7.561782,312.0,2.8,11,0.1,53,0.0,0.1,979.3,93.4,-0.8
2021-01-27,10:38:26,51.022681,7.561782,312.3,2.8,11,0.2,226,0.0,0.1,979.3,93.1,-0.9
2021-01-27,10:38:27,51.022680,7.561783,312.1,2.8,11,0.1,304,0.1,0.1,979.3,93.2,-0.8
2021-01-27,10:38:28,51.022681,7.561783,312.2,2.8,11,0.1,159,0.1,0.2,979.4,93.2,-0.8
2021-01-27,10:38:29,51.022681,7.561783,312.0,2.8,11,0.0,83,0.0,0.2,979.2,92.7,-0.9
2021-01-27,10:38:30,51.022683,7.561783,312.0,2.8,11,0.2,229,-0.1,0.2,979.3,93.0,-0.8
2021-01-27,10:38:31,51.022685,7.561784,312.0,2.8,11,0.1,163,0.0,0.2,979.3,92.4,-0.9
2021-01-27,10:38:32,51.022685,7.561784,311.9,2.8,11,0.1,3,0.0,0.2,979.4,92.7,-0.9
2021-01-27,10:38:33,51.022687,7.561784,312.1,2.8,11,0.1,45,0.2,0.1,979.2,92.3,-1.0
2021-01-27,10:38:34,51.022688,7.561784,312.3,2.8,11,0.1,176,0.0,0.1,979.4,92.3,-1.0
2021-01-27,10:38:35,51.022689,7.561785,312.2,2.8,11,0.1,187,0.0,0.1,979.3,93.1,-0.9
2021-01-27,10:38:36,51.022688,7.561784,312.2,2.8,11,0.1,17,0.0,0.1,979.4,92.9,-0.9
2021-01-27,10:38:37,51.022686,7.561784,312.2,2.8,11,0.1,10,0.0,0.2,979.3,93.1,-0.8
2021-01-27,10:38:38,51.022686,7.561784,312.2,2.8,11,0.1,330,-0.1,0.2,979.3,93.2,-0.7
2021-01-27,10:38:39,51.022688,7.561784,312.5,2.9,11,0.1,29,0.0,0.2,979.3,93.3,-0.8
2021-01-27,10:38:40,51.022686,7.561785,312.3,2.8,11,0.2,250,-0.1,0.1,979.3,93.2,-0.8
2021-01-27,10:38:41,51.022685,7.561786,312.0,2.8,11,0.1,15,-0.3,0.1,979.2,93.6,-0.8
2021-01-27,10:38:42,51.022686,7.561786,312.1,2.8,11,0.2,29,-0.2,0.1,979.4,93.5,-0.8
2021-01-27,10:38:43,51.022685,7.561785,312.1,2.8,11,0.2,356,0.0,0.2,979.3,93.7,-0.7
2021-01-27,10:38:44,51.022686,7.561785,312.3,2.8,11,0.1,148,0.0,0.2,979.3,92.7,-0.8
2021-01-27,10:38:45,51.022688,7.561785,312.5,2.8,11,0.1,132,0.0,0.2,979.4,92.4,-0.9
2021-01-27,10:38:46,51.022688,7.561786,312.6,2.8,11,0.2,233,0.1,0.2,979.2,92.1,-1.0
2021-01-27,10:38:47,51.022689,7.561786,312.7,2.8,11,0.1,165,0.1,0.4,979.4,93.1,-0.6
2021-01-27,10:38:48,51.022688,7.561786,312.8,2.8,11,0.0,326,0.2,0.2,979.3,92.5,-0.9
2021-01-27,10:38:49,51.022684,7.561785,312.5,2.8,11,0.1,285,-0.1,0.1,979.3,92.7,-0.9
2021-01-27,10:38:50,51.022684,7.561786,312.5,2.9,11,0.1,209,0.0,0.1,979.3,92.8,-0.9
2021-01-27,10:38:51,51.022684,7.561786,312.6,2.8,11,0.1,351,0.1,0.1,979.3,93.1,-0.9
2021-01-27,10:38:52,51.022684,7.561785,312.7,2.8,11,0.1,180,0.0,0.1,979.2,92.8,-0.9
2021-01-27,10:38:53,51.022685,7.561785,312.8,2.8,11,0.1,165,0.0,0.1,979.2,93.1,-0.9
2021-01-27,10:38:54,51.022684,7.561785,312.9,2.8,11,0.1,15,0.1,0.1,979.3,93.0,-0.9
2021-01-27,10:38:55,51.022685,7.561784,313.1,2.8,11,0.2,164,0.0,0.1,979.3,93.5,-0.8
2021-01-27,10:38:56,51.022687,7.561783,313.3,2.8,11,0.2,159,0.3,0.2,979.3,93.0,-0.8
2021-01-27,10:38:57,51.022685,7.561782,313.3,2.8,11,0.1,85,0.2,0.2,979.2,92.8,-0.8
2021-01-27,10:38:58,51.022686,7.561782,313.3,2.8,11,0.1,191,0.1,0.2,979.3,92.4,-0.9
2021-01-27,10:38:59,51.022687,7.561783,313.4,2.8,11,0.0,195,0.0,0.2,979.3,92.7,-0.9
2021-01-27,10:39:00,51.022686,7.561783,313.2,2.8,11,0.0,105,-0.1,0.2,979.2,92.2,-0.9
2021-01-27,10:39:01,51.022686,7.561783,313.0,2.8,11,0.1,214,-0.1,0.3,979.3,92.9,-0.7
2021-01-27,10:39:02,51.022686,7.561783,312.8,2.9,11,0.1,75,0.0,0.2,979.4,92.4,-0.9
2021-01-27,10:39:03,51.022687,7.561781,312.9,2.8,10,0.1,124,-0.1,0.2,979.4,92.0,-0.9
2021-01-27,10:39:04,51.022688,7.561780,312.9,2.8,10,0.0,330,-0.1,0.2,979.3,92.8,-0.8
2021-01-27,10:39:05,51.022690,7.561781,313.1,2.8,11,0.1,263,0.0,0.2,979.3,93.2,-0.8
2021-01-27,10:39:06,51.022690,7.561781,313.2,2.8,11,0.2,74,-0.1,0.2,979.2,93.3,-0.7
2021-01-27,10:39:07,51.022688,7.561780,313.1,2.8,11,0.0,129,-0.1,0.2,979.3,93.3,-0.8
2021-01-27,10:39:08,51.022688,7.561779,313.3,2.8,11,0.2,1,0.1,0.3,979.3,93.8,-0.6
2021-01-27,10:39:09,51.022689,7.561780,313.7,2.8,11,0.1,326,0.0,0.2,979.4,92.8,-0.8
2021-01-27,10:39:10,51.022689,7.561779,313.9,2.9,11,0.2,143,0.2,0.2,979.3,92.2,-0.9
2021-01-27,10:39:11,51.022689,7.561779,313.9,2.9,11,0.0,69,0.0,0.1,979.3,92.0,-1.0
2021-01-27,10:39:12,51.022688,7.561779,313.9,2.9,11,0.1,191,0.0,0.1,979.4,91.8,-1.1
2021-01-27,10:39:13,51.022689,7.561779,314.0,2.8,10,0.1,262,0.1,0.1,979.3,92.2,-1.0
2021-01-27,10:39:14,51.022690,7.561780,314.1,2.8,11,0.1,170,0.0,0.3,979.3,92.7,-0.7
2021-01-27,10:39:15,51.022691,7.561780,314.1,2.9,11,0.3,148,0.1,0.2,979.4,91.3,-1.0
2021-01-27,10:39:16,51.022690,7.561779,314.3,2.8,11,0.4,0,0.0,0.2,979.3,92.3,-1.0
2021-01-27,10:39:17,51.022690,7.561780,314.6,2.9,11,0.2,355,0.1,0.2,979.4,91.9,-0.9
2021-01-27,10:39:18,51.022689,7.561781,314.8,2.8,11,0.0,49,0.2,0.4,979.3,92.0,-0.7
2021-01-27,10:39:19,51.022688,7.561780,314.8,2.9,11,0.2,62,0.0,0.5,979.3,90.9,-0.8
2021-01-27,10:39:20,51.022685,7.561779,314.6,2.9,11,0.2,37,0.1,0.7,979.1,91.3,-0.6
2021-01-27,10:39:21,51.022685,7.561778,314.8,2.8,11,0.1,35,0.1,0.5,979.2,90.8,-0.8
2021-01-27,10:39:22,51.022685,7.561778,314.9,2.8,11,0.1,181,0.0,0.4,979.4,91.5,-0.8
2021-01-27,10:39:23,51.022683,7.561780,314.6,2.9,11,0.0,4,0.0,0.4,979.4,91.2,-0.9
2021-01-27,10:39:24,51.022684,7.561780,314.7,2.8,11,0.1,32,0.0,0.3,979.2,90.9,-1.0
2021-01-27,10:39:25,51.022683,7.561781,314.6,2.8,11,0.1,238,0.1,0.3,979.2,91.6,-0.9
2021-01-27,10:39:26,51.022683,7.561782,314.7,2.8,11,0.1,148,0.0,0.3,979.3,91.9,-0.8
2021-01-27,10:39:27,51.022682,7.561782,314.5,2.8,11,0.1,206,0.0,0.2,979.3,92.1,-0.9
2021-01-27,10:39:28,51.022682,7.561783,314.4,2.8,11,0.1,189,0.2,0.4,979.4,92.5,-0.7
2021-01-27,10:39:29,51.022683,7.561784,314.4,2.8,11,0.1,116,0.1,0.3,979.3,91.5,-0.9
2021-01-27,10:39:31,51.022685,7.561788,314.3,2.8,11,0.2,246,0.2,0.4,979.5,92.0,-0.7
2021-01-27,10:39:32,51.022686,7.561792,314.2,2.8,11,0.3,196,0.1,0.6,979.3,92.6,-0.5
2021-01-27,10:39:33,51.022685,7.561794,313.9,2.8,11,0.1,325,-0.2,0.4,979.3,91.8,-0.8
2021-01-27,10:39:34,51.022684,7.561796,313.7,2.8,11,0.2,359,-0.2,0.4,979.3,91.9,-0.7
2021-01-27,10:39:35,51.022682,7.561798,313.6,2.8,11,0.2,268,-0.1,0.3,979.3,91.3,-0.9
2021-01-27,10:39:36,51.022683,7.561799,313.8,2.8,11,0.1,12,0.1,0.5,979.4,92.2,-0.6
2021-01-27,10:39:37,51.022686,7.561798,314.3,2.8,11,0.2,175,0.7,0.6,979.3,91.2,-0.6
2021-01-27,10:39:39,51.022686,7.561799,314.7,2.8,11,0.2,265,0.2,0.8,979.2,91.6,-0.4
2021-01-27,10:39:40,51.022679,7.561800,314.0,2.8,11,0.0,49,0.0,0.7,979.2,93.2,-0.3
2021-01-27,10:39:41,51.022676,7.561799,313.8,2.8,10,0.1,340,0.1,1.0,979.2,89.7,-0.5
2021-01-27,10:39:42,51.022677,7.561799,313.6,2.8,10,0.5,176,-0.1,1.2,979.2,88.6,-0.5
2021-01-27,10:39:43,51.022678,7.561799,313.5,2.8,11,0.3,13,0.0,1.0,979.1,91.1,-0.2
2021-01-27,10:39:44,51.022677,7.561799,313.5,2.9,11,0.1,156,-0.1,1.0,979.2,89.4,-0.6
2021-01-27,10:39:45,51.022676,7.561799,313.4,2.8,11,0.4,354,-0.1,1.0,979.3,91.0,-0.3
2021-01-27,10:39:46,51.022675,7.561797,313.7,2.8,11,0.1,58,-0.2,1.0,979.2,88.1,-0.8
2021-01-27,10:39:47,51.022675,7.561798,313.7,2.8,11,0.2,303,0.0,0.6,979.2,88.9,-1.0
2021-01-27,10:39:48,51.022676,7.561801,313.6,2.8,11,0.2,230,0.0,0.7,979.2,88.9,-0.9
2021-01-27,10:39:49,51.022678,7.561803,313.4,2.8,11,0.2,198,0.0,1.0,979.1,89.9,-0.4
2021-01-27,10:39:50,51.022682,7.561805,313.5,2.8,11,0.4,160,0.2,1.2,979.2,89.3,-0.4
2021-01-27,10:39:51,51.022682,7.561804,313.6,2.8,11,0.0,187,0.0,1.2,979.2,87.0,-0.7
2021-01-27,10:39:52,51.022678,7.561806,313.4,2.8,11,0.3,315,0.4,1.4,979.2,84.9,-0.8
2021-01-27,10:39:53,51.022675,7.561808,313.4,2.8,11,0.1,301,-0.1,1.7,979.1,87.9,0.0
2021-01-27,10:39:54,51.022673,7.561809,313.4,2.8,11,0.1,58,-0.1,1.3,979.2,88.4,-0.4
2021-01-27,10:39:55,51.022675,7.561809,313.8,2.8,11,0.1,76,0.2,0.8,979.3,87.5,-1.1
2021-01-27,10:39:56,51.022675,7.561810,314.2,2.8,11,0.2,219,0.4,0.5,979.3,88.9,-1.1
2021-01-27,10:39:57,51.022676,7.561808,314.7,2.8,11,0.2,68,0.2,0.8,979.2,89.0,-0.8
2021-01-27,10:39:58,51.022674,7.561806,314.6,2.8,11,0.3,192,0.4,0.8,979.3,88.0,-1.0
2021-01-27,10:39:59,51.022674,7.561806,314.7,2.8,11,0.1,79,-0.1,1.1,979.3,91.1,-0.2
2021-01-27,10:40:00,51.022675,7.561804,314.5,2.8,11,0.3,168,-0.1,0.4,979.2,89.3,-1.1
2021-01-27,10:40:01,51.022677,7.561806,314.3,2.8,11,0.4,260,-0.5,0.0,979.3,91.0,-1.2
2021-01-27,10:40:02,51.022679,7.561807,314.1,2.8,11,0.4,175,0.0,0.3,979.2,91.9,-0.9
2021-01-27,10:40:03,51.022684,7.561807,314.8,2.8,11,0.3,235,0.1,0.3,979.3,90.2,-1.1
2021-01-27,10:40:04,51.022681,7.561809,314.2,2.8,11,0.4,2,0.0,0.3,979.4,91.1,-1.0
2021-01-27,10:40:05,51.022677,7.561805,314.1,2.8,11,0.4,47,0.6,0.5,979.3,92.2,-0.6
2021-01-27,10:40:06,51.022679,7.561797,316.2,2.8,10,1.1,49,2.3,0.6,979.2,93.2,-0.4
2021-01-27,10:40:07,51.022680,7.561793,317.4,2.8,11,1.0,199,0.2,0.6,979.2,90.5,-0.7
2021-01-27,10:40:08,51.022683,7.561794,316.9,2.8,10,0.2,112,0.0,0.4,979.4,90.5,-0.9
2021-01-27,10:40:09,51.022682,7.561791,316.3,2.8,11,0.2,106,0.2,0.3,979.2,92.2,-0.9
2021-01-27,10:40:10,51.022677,7.561790,315.6,2.8,11,0.0,253,0.2,0.4,979.3,92.3,-0.7
2021-01-27,10:40:11,51.022676,7.561791,315.5,2.8,11,0.2,283,-0.2,0.3,979.2,92.0,-0.9
2021-01-27,10:40:12,51.022673,7.561792,314.9,2.8,11,0.2,5,0.0,0.2,979.4,92.3,-0.9
2021-01-27,10:40:13,51.022670,7.561794,314.4,2.8,10,0.0,315,0.0,0.1,979.3,92.0,-1.0
2021-01-27,10:40:14,51.022668,7.561795,314.0,2.8,10,0.1,230,-0.1,0.2,979.4,92.4,-0.9
2021-01-27,10:40:15,51.022666,7.561795,313.6,2.8,10,0.1,55,0.1,0.1,979.3,92.0,-1.1
2021-01-27,10:40:16,51.022664,7.561797,313.4,2.8,10,0.1,271,-0.1,0.2,979.3,91.9,-1.0
2021-01-27,10:40:17,51.022662,7.561798,313.0,2.8,10,0.0,147,0.0,0.2,979.4,92.5,-0.9
2021-01-27,10:40:18,51.022663,7.561798,313.0,2.8,10,0.1,135,0.1,0.3,979.3,91.6,-0.9
2021-01-27,10:40:19,51.022663,7.561798,313.0,2.8,9,0.1,155,0.0,0.3,979.3,91.8,-0.9
2021-01-27,10:40:20,51.022662,7.561799,312.8,2.8,10,0.1,154,0.0,0.4,979.3,91.2,-0.9
2021-01-27,10:40:21,51.022660,7.561800,312.5,2.8,10,0.1,25,0.0,0.3,979.3,91.4,-0.9
2021-01-27,10:40:22,51.022657,7.561801,312.2,2.8,10,0.0,92,0.0,0.3,979.3,90.5,-1.0
2021-01-27,10:40:23,51.022657,7.561802,311.9,2.8,11,0.1,226,-0.1,0.3,979.4,90.8,-1.0
2021-01-27,10:40:24,51.022657,7.561802,311.8,2.8,11,0.1,157,0.1,0.3,979.2,90.8,-1.0
2021-01-27,10:40:25,51.022657,7.561803,311.6,2.8,11,0.1,181,0.0,0.3,979.4,91.1,-1.0
2021-01-27,10:40:26,51.022657,7.561804,311.4,2.8,10,0.1,255,-0.1,0.2,979.3,91.2,-1.0
2021-01-27,10:40:27,51.022658,7.561805,311.3,2.9,10,0.0,178,0.1,0.2,979.4,91.6,-1.0
2021-01-27,10:40:28,51.022658,7.561805,311.4,2.9,11,0.1,156,0.1,0.1,979.3,92.0,-1.0
2021-01-27,10:40:29,51.022658,7.561805,311.3,2.8,11,0.1,318,-0.2,0.1,979.3,92.5,-1.0
2021-01-27,10:40:30,51.022658,7.561806,311.2,2.9,11,0.1,292,-0.2,0.1,979.3,93.7,-0.8
2021-01-27,10:40:31,51.022659,7.561806,311.4,2.9,11,0.1,212,0.1,0.1,979.3,93.7,-0.8
2021-01-27,10:40:32,51.022660,7.561805,311.5,2.9,11,0.1,81,0.0,0.1,979.3,93.4,-0.9
2021-01-27,10:40:33,51.022661,7.561802,311.8,2.8,11,0.0,126,0.0,0.1,979.3,94.1,-0.8
2021-01-27,10:40:34,51.022661,7.561801,311.9,2.8,11,0.0,74,0.0,0.1,979.3,93.6,-0.8
2021-01-27,10:40:35,51.022662,7.561800,312.0,2.9,11,0.1,77,0.0,0.0,979.3,93.1,-0.9
