Date, Time, Frame, variance_accX, variance_accY, variance_accZ, variance_gyrX, variance_gyrY, variance_gyrZ 
2021-01-27,10:22:42,202,0.003830718994140625,0.007037480162724116,0.010225239479464396,0.0005213621495361084,0.0004256901331245899,0.0005213612370300708
2021-01-27,10:22:45,205,0.0023458267209080386,0.004691653441816077,0.00908536667182058,0.0005213621495361084,0.0005213618073463443,0.0005213612370300708
2021-01-27,10:22:52,212,0.0035833095052703783,0.003830718994140625,0.012486616240128517,0.0005213621495361084,0.0004256901331245899,0.0004256896674633026
2021-01-27,10:23:13,233,0.003028449274388396,0.0019153594970703126,0.007037480162724116,0.0004256904125213623,0.0005213618073463443,0.0005213612370300708
2021-01-27,10:23:37,257,0.0023458267209080386,0.003830718994140625,0.009576797485351562,0.0004256904125213623,0.0005213618073463443,0.0
2021-01-27,10:23:38,258,0.06491069836279421,0.024788925662590163,0.04276450079309479,0.011129169162193853,0.004740284107646981,0.007762281008662452
2021-01-27,10:23:53,273,0.003830718994140625,0.003583309505270378,0.01066427034979612,0.0,0.0005213618073463443,0.0004256896674633026
2021-01-27,10:24:07,288,0.004691653441816077,0.004883227725553393,0.004883227725553393,0.0005213621495361084,0.0004256901331245899,0.0
2021-01-27,10:24:12,293,0.0019153594970703126,0.006495300072721857,0.004883227725553393,0.0004256904125213623,0.0004256901331245899,0.0
2021-01-27,10:24:13,294,0.0035833095052703783,0.003583309505270378,0.00558418454437604,0.0004256904125213623,0.0,0.0004256896674633026
2021-01-27,10:24:18,299,0.0019153594970703126,0.003830718994140625,0.0035833095052703783,0.0,0.0,0.0
2021-01-27,10:24:24,305,0.0019153594970703126,0.0019153594970703126,0.003028449274388396,0.0006730744627924726,0.0004256901331245899,0.0005213621495361084
2021-01-27,10:24:27,308,0.006352528790426049,0.003028449274388396,0.00823828378479891,0.0,0.0005213618073463443,0.0
2021-01-27,10:24:28,309,0.004282874036799028,0.0088811566287773,0.006495310618594741,0.0004256904125213623,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:24:29,310,0.0035833095052703783,0.011729133604540193,0.011492156982421875,0.0005213621495361084,0.0005213618073463443,0.0
2021-01-27,10:24:30,311,0.007166619010540757,0.009285049653658823,0.005746078491210937,0.0005213621495361084,0.0004256901331245899,0.0
2021-01-27,10:24:32,313,0.006495300072721857,0.030375210349212173,0.008881164341582922,0.0004256904125213623,0.0,0.0
2021-01-27,10:24:35,316,0.004282874036799028,0.006495300072721857,0.006495300072721857,0.0004256889224052429,0.0004256901331245899,0.0
2021-01-27,10:24:36,317,0.005245428011385801,0.006495300072721857,0.006056898548776792,0.0004256904125213623,0.0004256901331245899,0.0
2021-01-27,10:24:40,320,0.0035833095052703783,0.0023458267209080386,0.005746078491210937,0.0,0.0005213618073463443,0.0
2021-01-27,10:24:41,321,0.004883227725553393,0.004282874036799028,0.005584193744282208,0.0004256904125213623,0.0005213618073463443,0.0
2021-01-27,10:24:42,322,0.0019153594970703126,0.00558418454437604,0.00558418454437604,0.0,0.0005213618073463443,0.0
2021-01-27,10:24:47,327,0.003830718994140625,0.003583309505270378,0.009859930378788137,0.0,0.0,0.0
2021-01-27,10:24:48,328,0.004282874036799028,0.0019153594970703126,0.007780235860635383,0.0,0.0004256901331245899,0.0004256904125213623
2021-01-27,10:24:51,331,0.004883227725553393,0.003830718994140625,0.004883240583934116,0.0,0.0,0.0004256904125213623
2021-01-27,10:24:55,335,0.00558418454437604,0.0023458267209080386,0.003028458698719025,0.0,0.0004256901331245899,0.0
2021-01-27,10:24:58,338,0.00558418454437604,0.003583309505270378,0.003028458698719025,0.0,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:04,344,0.003028449274388396,0.00635252879042605,0.003583322249286569,0.0,0.0,0.0004256904125213623
2021-01-27,10:25:05,345,0.004883227725553393,0.003028449274388396,0.00856576140160388,0.0006730744627924726,0.0,0.0005213621495361084
2021-01-27,10:25:10,350,0.004883227725553393,0.0,0.004282887364806925,0.0,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:14,354,0.00558418454437604,0.003830718994140625,0.007166629365050591,0.0005213621495361084,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:15,355,0.005245428011385801,0.003583309505270378,0.010044241305930807,0.0,0.0005213618073463443,0.0005213621495361084
2021-01-27,10:25:16,356,0.0035833095052703783,0.0023458267209080386,0.0019153594970703126,0.0005213621495361084,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:18,358,0.0035833095052703783,0.0023458267209080386,0.005245438893664324,0.0,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:20,360,0.0019153594970703126,0.004691653441816077,0.007166631754553406,0.0006730744627924726,0.0005213618073463443,0.0005213621495361084
2021-01-27,10:25:32,372,0.004282874036799028,0.006056898548776792,0.0052454388936575514,0.0008513808250427246,0.0,0.0
2021-01-27,10:25:51,391,0.006495300072721858,0.005245428011385801,0.0071666301615549224,0.0,0.0,0.0
2021-01-27,10:25:52,392,0.003830718994140625,0.004691653441816077,0.0052454388936575514,0.0,0.0004256901331245899,0.0005213621495361084
2021-01-27,10:25:54,394,0.004282874036799028,0.00558418454437604,0.0035833095052703783,0.0004256904125213623,0.0005213618073463443,0.0004256904125213623
2021-01-27,10:25:55,395,0.0023458267209080386,0.0023458267209080386,0.0055841957887009155,0.0004256904125213623,0.0004256901331245899,0.0004256904125213623
2021-01-27,10:25:56,396,0.003028449274388396,0.0023458267209080386,0.0023458267209080386,0.0004256904125213623,0.0,0.0005213621495361084
2021-01-27,10:26:04,404,0.0023458267209080386,0.00635252879042605,0.007037489085009812,0.0,0.0005213618073463443,0.0
2021-01-27,10:26:07,407,0.003830718994140625,0.003583309505270378,0.004883237077105045,0.0,0.0004256901331245899,0.0004256904125213623
2021-01-27,10:26:22,422,0.007166619010540757,0.0,0.006352528790426049,0.0005213621495361084,0.0004256901331245899,0.0004256904125213623
2021-01-27,10:26:24,424,0.004691653441816077,0.0023458267209080386,0.003830718994140625,0.0004256904125213623,0.0004256901331245899,0.0005213621495361084
2021-01-27,10:26:29,429,0.003830718994140625,0.004691653441816077,0.009859916484431406,0.0,0.0004256901331245899,0.0005213621495361084
2021-01-27,10:26:33,433,0.005746078491210937,0.006056898548776792,0.004883227725553393,0.0,0.0004256901331245899,0.0004256904125213623
2021-01-27,10:26:38,438,0.004883227725553393,0.0,0.006056898548776792,0.0004256904125213623,0.0004256901331245899,0.0
2021-01-27,10:26:45,445,0.007780227056441718,0.004691653441816077,0.006495310618594741,0.0,0.0004256901331245899,0.0
2021-01-27,10:26:48,448,0.0023458267209080386,0.003830718994140625,0.00766143798828125,0.0,0.0,0.0004256904125213623
2021-01-27,10:26:57,457,0.004883227725553393,0.0019153594970703126,0.00558418454437604,0.0009518710337675167,0.0,0.0005213612370300708
