[0]Date,[1]Time,[2]Latitude,[3]Longitude,[4]Altitude,[5]Battery Voltage (V),[6]Sats used,[7]Wind Speed (m/s),[8]Wind Dir (deg),[9]Vertical Speed (m/s),[10]Temperature(deg),[11]Pressure (hPa),[12]Humidity (%),[13]Dew point (deg), [14]accX, [15]accY, [16]accZ, [17]gyrX, [18]gyrY, [19]gyrZ, [20]variance_accX, [21]variance_accY, [22]variance_accZ, [23]variance_gyrX,[24]variance_gyrY,[25]variance_gyrZ 
2021-01-27,10:36:49:20,51.022664,7.561796,310.9,2.8,10,0.1,134,-0.1,0.0,979.2,93.0,-1.0, -0.3687070608139038, 9.528923034667969, 0.3926490843296051, -0.05001858249306679, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.007780227056441718,0.0023458267209080386,0.0005213621495361084,0.0005213618073463443,0.000673075051812123,
2021-01-27,10:36:49:40,51.022664,7.561796,310.9,2.8,10,0.1,134,-0.1,0.0,979.2,93.0,-1.0, -0.35913026332855225, 9.548076629638672, 0.3926490843296051, -0.05001858249306679, -0.004256900865584612, -0.02766985446214676,0.004691653441816077,0.007780227056441718,0.0023458267209080386,0.0005213621495361084,0.0005213618073463443,0.000673075051812123,
2021-01-27,10:36:49:60,51.022664,7.561796,310.9,2.8,10,0.1,134,-0.1,0.0,979.2,93.0,-1.0, -0.35434186458587646, 9.533711433410645, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.007780227056441718,0.0023458267209080386,0.0005213621495361084,0.0005213618073463443,0.000673075051812123,
2021-01-27,10:36:49:80,51.022664,7.561796,310.9,2.8,10,0.1,134,-0.1,0.0,979.2,93.0,-1.0, -0.35913026332855225, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.004691653441816077,0.007780227056441718,0.0023458267209080386,0.0005213621495361084,0.0005213618073463443,0.000673075051812123,
2021-01-27,10:36:50:00,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0,-0.3495534360408783, 9.548076629638672, 0.3974374830722809, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.004883237077105045,0.003583309505270378,0.0035833095052703783,0.0,0.0005213618073463443,0.0,
2021-01-27,10:36:50:20,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0, -0.363918662071228, 9.543288230895996, 0.40222588181495667, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883237077105045,0.003583309505270378,0.0035833095052703783,0.0,0.0005213618073463443,0.0,
2021-01-27,10:36:50:40,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0, -0.35913026332855225, 9.53849983215332, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883237077105045,0.003583309505270378,0.0035833095052703783,0.0,0.0005213618073463443,0.0,
2021-01-27,10:36:50:60,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0, -0.35434186458587646, 9.543288230895996, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883237077105045,0.003583309505270378,0.0035833095052703783,0.0,0.0005213618073463443,0.0,
2021-01-27,10:36:50:80,51.022665,7.561794,311.2,2.8,10,0.0,252,0.0,0.0,979.1,92.9,-1.0, -0.35913026332855225, 9.53849983215332, 0.3926490843296051, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.004883237077105045,0.003583309505270378,0.0035833095052703783,0.0,0.0005213618073463443,0.0,
2021-01-27,10:36:51:00,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0,-0.35913026332855225, 9.53849983215332, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.00558418454437604,0.004282874036799028,0.00801253432438395,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:51:20,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0, -0.35434186458587646, 9.533711433410645, 0.3974374830722809, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.00558418454437604,0.004282874036799028,0.00801253432438395,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:51:40,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0, -0.3687070608139038, 9.543288230895996, 0.3734954595565796, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.00558418454437604,0.004282874036799028,0.00801253432438395,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:51:60,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0, -0.3687070608139038, 9.533711433410645, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.00558418454437604,0.004282874036799028,0.00801253432438395,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:51:80,51.022666,7.561793,311.6,2.8,10,0.1,49,0.0,0.0,979.3,93.2,-1.0, -0.363918662071228, 9.543288230895996, 0.3878606855869293, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.00558418454437604,0.004282874036799028,0.00801253432438395,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:52:00,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0,-0.35913026332855225, 9.543288230895996, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691664391890894,0.004691653441816077,0.005245428011385801,0.0008513808250427246,0.0004256901331245899,0.0005213621495361084,
2021-01-27,10:36:52:20,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0, -0.35913026332855225, 9.53849983215332, 0.40222588181495667, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.004691664391890894,0.004691653441816077,0.005245428011385801,0.0008513808250427246,0.0004256901331245899,0.0005213621495361084,
2021-01-27,10:36:52:40,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0, -0.35913026332855225, 9.528923034667969, 0.3878606855869293, -0.04895435646176338, -0.003192675532773137, -0.026605628430843353,0.004691664391890894,0.004691653441816077,0.005245428011385801,0.0008513808250427246,0.0004256901331245899,0.0005213621495361084,
2021-01-27,10:36:52:60,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0, -0.363918662071228, 9.53849983215332, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691664391890894,0.004691653441816077,0.005245428011385801,0.0008513808250427246,0.0004256901331245899,0.0005213621495361084,
2021-01-27,10:36:52:80,51.022666,7.561792,311.8,2.8,10,0.1,85,-0.1,0.0,979.3,92.9,-1.0, -0.3495534360408783, 9.53849983215332, 0.3926490843296051, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.004691664391890894,0.004691653441816077,0.005245428011385801,0.0008513808250427246,0.0004256901331245899,0.0005213621495361084,
2021-01-27,10:36:53:00,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0,-0.3734954595565796, 9.53849983215332, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.00558418454437604,0.00635252879042605,0.006771818443942366,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:53:20,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0, -0.363918662071228, 9.548076629638672, 0.3878606855869293, -0.051082808524370193, -0.004256900865584612, -0.026605628430843353,0.00558418454437604,0.00635252879042605,0.006771818443942366,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:53:40,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0, -0.35913026332855225, 9.53849983215332, 0.40701428055763245, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.00558418454437604,0.00635252879042605,0.006771818443942366,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:53:60,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0, -0.35913026332855225, 9.533711433410645, 0.40222588181495667, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.00558418454437604,0.00635252879042605,0.006771818443942366,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:53:80,51.022666,7.561791,312.0,2.8,10,0.1,63,0.0,0.0,979.2,92.8,-1.0, -0.35913026332855225, 9.528923034667969, 0.3974374830722809, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.00558418454437604,0.00635252879042605,0.006771818443942366,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:54:00,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1,-0.35434186458587646, 9.548076629638672, 0.40222588181495667, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.003830729424957808,0.004883227725553393,0.009285063793483846,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:54:20,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1, -0.35913026332855225, 9.533711433410645, 0.37828385829925537, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.003830729424957808,0.004883227725553393,0.009285063793483846,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:54:40,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1, -0.35913026332855225, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.003830729424957808,0.004883227725553393,0.009285063793483846,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:54:60,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1, -0.35913026332855225, 9.53849983215332, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.003830729424957808,0.004883227725553393,0.009285063793483846,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:54:80,51.022666,7.561790,312.0,2.8,10,0.2,145,0.2,0.0,979.3,92.5,-1.1, -0.3495534360408783, 9.53849983215332, 0.38307225704193115, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.003830729424957808,0.004883227725553393,0.009285063793483846,0.0,0.0005213618073463443,0.0004256904125213623,
2021-01-27,10:36:55:00,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1,-0.3687070608139038, 9.543288230895996, 0.38307225704193115, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.004883227725553393,0.003830718994140625,0.003583322249286569,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:55:20,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1, -0.363918662071228, 9.53849983215332, 0.38307225704193115, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.003830718994140625,0.003583322249286569,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:55:40,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1, -0.363918662071228, 9.53849983215332, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.003830718994140625,0.003583322249286569,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:55:60,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1, -0.35434186458587646, 9.53849983215332, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.003830718994140625,0.003583322249286569,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:55:80,51.022667,7.561790,312.1,2.8,9,0.1,70,0.1,0.1,979.2,91.7,-1.1, -0.35913026332855225, 9.548076629638672, 0.3878606855869293, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.004883227725553393,0.003830718994140625,0.003583322249286569,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:56:00,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1,-0.363918662071228, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.004883227725553393,0.004883235908163887,0.0,0.0,0.0004256904125213623,
2021-01-27,10:36:56:20,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1, -0.363918662071228, 9.543288230895996, 0.38307225704193115, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.004883227725553393,0.004883235908163887,0.0,0.0,0.0004256904125213623,
2021-01-27,10:36:56:40,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1, -0.363918662071228, 9.533711433410645, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.004883227725553393,0.004883235908163887,0.0,0.0,0.0004256904125213623,
2021-01-27,10:36:56:60,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1, -0.35434186458587646, 9.53849983215332, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004691653441816077,0.004883227725553393,0.004883235908163887,0.0,0.0,0.0004256904125213623,
2021-01-27,10:36:56:80,51.022667,7.561790,312.2,2.8,10,0.1,116,0.0,0.1,979.2,92.1,-1.1, -0.35434186458587646, 9.548076629638672, 0.3926490843296051, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.004691653441816077,0.004883227725553393,0.004883235908163887,0.0,0.0,0.0004256904125213623,
2021-01-27,10:36:58:00,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1,-0.35913026332855225, 9.53849983215332, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.026605628430843353,0.0035833095052703783,0.005245428011385801,0.004691653441816077,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:58:20,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1, -0.35434186458587646, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.0035833095052703783,0.005245428011385801,0.004691653441816077,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:58:40,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1, -0.35913026332855225, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.0035833095052703783,0.005245428011385801,0.004691653441816077,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:58:60,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1, -0.35434186458587646, 9.53849983215332, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.0035833095052703783,0.005245428011385801,0.004691653441816077,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:58:80,51.022667,7.561793,312.3,2.8,9,0.0,315,0.0,0.0,979.3,92.5,-1.1, -0.363918662071228, 9.552865028381348, 0.3878606855869293, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.0035833095052703783,0.005245428011385801,0.004691653441816077,0.0,0.0004256901331245899,0.0004256904125213623,
2021-01-27,10:36:59:00,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1,-0.363918662071228, 9.53849983215332, 0.4118026793003082, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.00558418454437604,0.007037480162724116,0.0,0.0,0.0,
2021-01-27,10:36:59:20,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1, -0.35434186458587646, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.00558418454437604,0.007037480162724116,0.0,0.0,0.0,
2021-01-27,10:36:59:40,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1, -0.3687070608139038, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.00558418454437604,0.007037480162724116,0.0,0.0,0.0,
2021-01-27,10:36:59:60,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1, -0.363918662071228, 9.528923034667969, 0.4118026793003082, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.00558418454437604,0.007037480162724116,0.0,0.0,0.0,
2021-01-27,10:36:59:80,51.022666,7.561793,312.3,2.8,10,0.1,51,0.2,0.0,979.4,92.4,-1.1, -0.35913026332855225, 9.543288230895996, 0.3974374830722809, -0.051082808524370193, -0.003192675532773137, -0.02766985446214676,0.004883227725553393,0.00558418454437604,0.007037480162724116,0.0,0.0,0.0,
2021-01-27,10:37:00:00,51.022666,7.561794,312.2,2.8,10,0.2,214,-0.1,0.0,979.2,92.6,-1.1,-0.35913026332855225, 9.543288230895996, 0.38307225704193115, -0.051082808524370193, -0.004256900865584612, -0.02766985446214676,0.003028449274388396,0.007037480162724116,0.007037489085009812,0.0,0.0005213618073463443,0.0,
